parent,smiles_alkyl,inchikey,inchikey_short,id,smiles_aryl,smiles,reaction_smarts
FLQHEBWVRVQJIK-UHFFFAOYNA-N,[H]c1c([H])c([H])c(N(c2c([H])c([H])c([H])c([H])c2[H])c2c([H])c([H])c(C([H])([H])Br)c([H])c2[H])c([H])c1[H],GMIUNZFHLKYIGX-UHFFFAOYNA-N,FLQHEBWVRVQJIK,core9,BrC1=C(COC)C=CC=C1OC,COCc1cccc(OC)c1Cc1ccc(N(c2ccccc2)c2ccccc2)cc1,BrCc1ccc(N(c2ccccc2)c2ccccc2)cc1.COCc1cccc(OC)c1Br>>COCc1cccc(OC)c1Cc1ccc(N(c2ccccc2)c2ccccc2)cc1
GDIPNIOJNLDDRP-LILDFLRNNA-N,[H]c1c([H])c([H])c2c(c1[H])-c1c([H])c([H])c([H])c([H])c1C2([H])C([H])([H])OC(=O)N([H])C([H])([H])C([H])([H])Br,VDWALXVNZOQJHF-LELJVTLKNA-N,GDIPNIOJNLDDRP,core9,BrC1=C(COC)C=CC=C1OC,COCc1cccc(OC)c1CCNC(=O)OCC1c2ccccc2-c2ccccc21,O=C(NCCBr)OCC1c2ccccc2-c2ccccc21.COCc1cccc(OC)c1Br>>COCc1cccc(OC)c1CCNC(=O)OCC1c2ccccc2-c2ccccc21
HBICJUPZSTYKIH-UHFFFAOYNA-N,[H]c1c([H])c(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])Br)c([H])c([H])c1B1OC(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])O1,NTGAAGURIBNMOP-UHFFFAOYNA-N,HBICJUPZSTYKIH,core9,BrC1=C(COC)C=CC=C1OC,COCc1cccc(OC)c1CCCCCc1ccc(B2OC(C)(C)C(C)(C)O2)cc1,CC1(C)OB(c2ccc(CCCCCBr)cc2)OC1(C)C.COCc1cccc(OC)c1Br>>COCc1cccc(OC)c1CCCCCc1ccc(B2OC(C)(C)C(C)(C)O2)cc1
HKSUZIIGCSOMPX-NLVCMJLLNA-N,[H]O[C@]([H])(c1c([H])c([H])c(OC([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c(N([H])C([H])=O)c1[H])C([H])([H])Br,TYANFKUULSECKQ-SEWZDYADNA-N,HKSUZIIGCSOMPX,core9,BrC1=C(COC)C=CC=C1OC,COCc1cccc(OC)c1C[C@H](O)c1ccc(OCc2ccccc2)c(NC=O)c1,O=CNc1cc([C@@H](O)CBr)ccc1OCc1ccccc1.COCc1cccc(OC)c1Br>>COCc1cccc(OC)c1C[C@H](O)c1ccc(OCc2ccccc2)c(NC=O)c1
HSROKCVTEYMWHO-UHFFFAOYNA-N,[H]c1c([H])c([H])c2c(c1[H])[C@]1([H])c3c([H])c([H])c([H])c([H])c3[C@@]2(Br)c2c([H])c([H])c([H])c([H])c21,PZWVBFOYMMOQCI-UHFFFAOYNA-N,HSROKCVTEYMWHO,core9,BrC1=C(COC)C=CC=C1OC,COCc1cccc(OC)c1C12c3ccccc3C(c3ccccc31)c1ccccc12,BrC12c3ccccc3C(c3ccccc31)c1ccccc12.COCc1cccc(OC)c1Br>>COCc1cccc(OC)c1C12c3ccccc3C(c3ccccc31)c1ccccc12
ICJBMWOVLFPLFP-HNNXBMFYNA-N,[H]c1c([H])c(C([H])([H])[C@@]([H])(C([H])([H])Br)C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c(OC([H])([H])C([H])([H])C([H])([H])OC([H])([H])[H])c1OC([H])([H])[H],IBTGHZFSVGIOSS-QFIPXVFZNA-N,ICJBMWOVLFPLFP,core9,BrC1=C(COC)C=CC=C1OC,COCCCOc1cc(C[C@@H](Cc2c(COC)cccc2OC)C(C)C)ccc1OC,COCCCOc1cc(C[C@@H](CBr)C(C)C)ccc1OC.COCc1cccc(OC)c1Br>>COCCCOc1cc(C[C@@H](Cc2c(COC)cccc2OC)C(C)C)ccc1OC
IIIKWJORPDUKAI-UHFFFAOYNA-N,[H]c1c([H])c(C(=O)OC([H])([H])[H])c([H])c(C([H])([H])Br)c1B1OC(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])O1,AYSUIQZJSGNFTA-UHFFFAOYNA-N,IIIKWJORPDUKAI,core9,BrC1=C(COC)C=CC=C1OC,COCc1cccc(OC)c1Cc1cc(C(=O)OC)ccc1B1OC(C)(C)C(C)(C)O1,COC(=O)c1ccc(B2OC(C)(C)C(C)(C)O2)c(CBr)c1.COCc1cccc(OC)c1Br>>COCc1cccc(OC)c1Cc1cc(C(=O)OC)ccc1B1OC(C)(C)C(C)(C)O1
IVFQYNUKYXYNND-YGPBECBDNA-N,[H]c1oc(-c2nc3c4c([H])nn(C([H])([H])C([H])([H])Br)c4nc(N([H])[H])n3n2)c([H])c1[H],PTDGPDBOLFNCLW-MRSUPTMINA-N,IVFQYNUKYXYNND,core9,BrC1=C(COC)C=CC=C1OC,COCc1cccc(OC)c1CCn1ncc2c1nc(N)n1nc(-c3ccco3)nc21,Nc1nc2c(cnn2CCBr)c2nc(-c3ccco3)nn12.COCc1cccc(OC)c1Br>>COCc1cccc(OC)c1CCn1ncc2c1nc(N)n1nc(-c3ccco3)nc21
IZFIPFIGKZZNHR-UHFFFAOYNA-N,[H]c1c([H])c(C([H])([H])Br)c(B2OC(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])O2)c([H])c1C(=O)OC([H])([H])[H],KZKGKBDLPACYPG-UHFFFAOYNA-N,IZFIPFIGKZZNHR,core9,BrC1=C(COC)C=CC=C1OC,COCc1cccc(OC)c1Cc1ccc(C(=O)OC)cc1B1OC(C)(C)C(C)(C)O1,COC(=O)c1ccc(CBr)c(B2OC(C)(C)C(C)(C)O2)c1.COCc1cccc(OC)c1Br>>COCc1cccc(OC)c1Cc1ccc(C(=O)OC)cc1B1OC(C)(C)C(C)(C)O1
JCAMJGYWGVGROB-UHFFFAOYNA-N,[H]c1c([H])c(N([H])S(=O)(=O)c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])c([H])c([H])c1C(=O)C([H])([H])Br,DKGGKVJKASMGGP-UHFFFAOYNA-N,JCAMJGYWGVGROB,core9,BrC1=C(COC)C=CC=C1OC,COCc1cccc(OC)c1CC(=O)c1ccc(NS(=O)(=O)c2ccc(C)cc2)cc1,Cc1ccc(S(=O)(=O)Nc2ccc(C(=O)CBr)cc2)cc1.COCc1cccc(OC)c1Br>>COCc1cccc(OC)c1CC(=O)c1ccc(NS(=O)(=O)c2ccc(C)cc2)cc1
JQMAWYRGSOSWNJ-LILDFLRNNA-N,[H]c1c([H])c([H])c(C(=O)c2c([H])c(Cl)c([H])c([H])c2N([H])C(=O)C([H])([H])Br)c(Cl)c1[H],TUBQUSIOLNMIJU-LELJVTLKNA-N,JQMAWYRGSOSWNJ,core9,BrC1=C(COC)C=CC=C1OC,COCc1cccc(OC)c1CC(=O)Nc1ccc(Cl)cc1C(=O)c1ccccc1Cl,O=C(CBr)Nc1ccc(Cl)cc1C(=O)c1ccccc1Cl.COCc1cccc(OC)c1Br>>COCc1cccc(OC)c1CC(=O)Nc1ccc(Cl)cc1C(=O)c1ccccc1Cl
JZOSNWGJPQXMMC-UHFFFAOYNA-N,[H]c1c([H])c(C(F)(F)F)c([H])c(C([H])([H])Br)c1B1OC(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])O1,QINVWEXTDZJWBO-UHFFFAOYNA-N,JZOSNWGJPQXMMC,core9,BrC1=C(COC)C=CC=C1OC,COCc1cccc(OC)c1Cc1cc(C(F)(F)F)ccc1B1OC(C)(C)C(C)(C)O1,CC1(C)OB(c2ccc(C(F)(F)F)cc2CBr)OC1(C)C.COCc1cccc(OC)c1Br>>COCc1cccc(OC)c1Cc1cc(C(F)(F)F)ccc1B1OC(C)(C)C(C)(C)O1
KRBFFJIZAKABSA-UYBDAZJANA-N,[H]OC(=O)[C@@]([H])(Br)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],HOIDBDFZVFNRAY-CUZAVEADNA-N,KRBFFJIZAKABSA,core9,BrC1=C(COC)C=CC=C1OC,CCCCCCCCCCCCCCCC[C@@H](C(=O)O)c1c(COC)cccc1OC,CCCCCCCCCCCCCCCC[C@H](Br)C(=O)O.COCc1cccc(OC)c1Br>>CCCCCCCCCCCCCCCC[C@@H](C(=O)O)c1c(COC)cccc1OC
MQWRHVBFSZAZGR-HCKMINDGNA-N,[H]c1c([H])c([H])c(C(=O)c2c(N([H])C(=O)C([H])([H])Br)c(C([H])([H])[H])nn2C([H])([H])C([H])([H])[H])c([H])c1[H],TVLQYSRSFILJKK-LNNLXFCONA-N,MQWRHVBFSZAZGR,core9,BrC1=C(COC)C=CC=C1OC,CCn1nc(C)c(NC(=O)Cc2c(COC)cccc2OC)c1C(=O)c1ccccc1,CCn1nc(C)c(NC(=O)CBr)c1C(=O)c1ccccc1.COCc1cccc(OC)c1Br>>CCn1nc(C)c(NC(=O)Cc2c(COC)cccc2OC)c1C(=O)c1ccccc1
NAQYNXWNHZZUGL-LILDFLRNNA-N,[H]c1c([H])c([H])c(C(=O)c2c([H])c([H])c([H])c([H])c2N([H])C(=O)C(Br)(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],IBALYFNGONQNOT-LELJVTLKNA-N,NAQYNXWNHZZUGL,core9,BrC1=C(COC)C=CC=C1OC,COCc1cccc(OC)c1C(C)(C)C(=O)Nc1ccccc1C(=O)c1ccccc1,CC(C)(Br)C(=O)Nc1ccccc1C(=O)c1ccccc1.COCc1cccc(OC)c1Br>>COCc1cccc(OC)c1C(C)(C)C(=O)Nc1ccccc1C(=O)c1ccccc1
PBAAKBQGBSUCTG-UHFFFAOYNA-N,[H]c1c([H])c([H])c(C([H])([H])Oc2c([H])c([H])c(C(=O)C([H])([H])Br)c([H])c2[N+](=O)[O-])c([H])c1[H],SIUQUSDEGQGPCO-UHFFFAOYNA-N,PBAAKBQGBSUCTG,core9,BrC1=C(COC)C=CC=C1OC,COCc1cccc(OC)c1CC(=O)c1ccc(OCc2ccccc2)c([N+](=O)[O-])c1,O=C(CBr)c1ccc(OCc2ccccc2)c([N+](=O)[O-])c1.COCc1cccc(OC)c1Br>>COCc1cccc(OC)c1CC(=O)c1ccc(OCc2ccccc2)c([N+](=O)[O-])c1
PELYBQFWTCXTNW-UHFFFAOYNA-N,[H]C([H])(OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])Br)C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],PLYIYMIEHPQNCK-UHFFFAOYNA-N,PELYBQFWTCXTNW,core9,BrC1=C(COC)C=CC=C1OC,COCc1cccc(OC)c1CCOCCOCCOCCOCC(=O)OC(C)(C)C,CC(C)(C)OC(=O)COCCOCCOCCOCCBr.COCc1cccc(OC)c1Br>>COCc1cccc(OC)c1CCOCCOCCOCCOCC(=O)OC(C)(C)C
PRTHPGGIUDTFIG-UHFFFAOYNA-N,[H]c1c([H])c(S(=O)(=O)n2c([H])c(C([H])([H])Br)c3c([H])c([H])c([H])c([H])c32)c([H])c([H])c1C([H])([H])[H],QPJQPLGHHGIXKR-UHFFFAOYNA-N,PRTHPGGIUDTFIG,core9,BrC1=C(COC)C=CC=C1OC,COCc1cccc(OC)c1Cc1cn(S(=O)(=O)c2ccc(C)cc2)c2ccccc12,Cc1ccc(S(=O)(=O)n2cc(CBr)c3ccccc32)cc1.COCc1cccc(OC)c1Br>>COCc1cccc(OC)c1Cc1cn(S(=O)(=O)c2ccc(C)cc2)c2ccccc12
QEFUCTKHMXMWRF-KGLIPLIRNA-N,[H]c1c([H])c([H])c(C([H])([H])OC(=O)N2C([H])([H])[C@@]([H])(C([H])([H])C([H])([H])[H])[C@@]([H])(C(=O)C([H])([H])Br)C2([H])[H])c([H])c1[H],URUFIVXBSFUVHZ-KNQAVFIVNA-N,QEFUCTKHMXMWRF,core9,BrC1=C(COC)C=CC=C1OC,CC[C@@H]1CN(C(=O)OCc2ccccc2)C[C@@H]1C(=O)Cc1c(COC)cccc1OC,CC[C@@H]1CN(C(=O)OCc2ccccc2)C[C@@H]1C(=O)CBr.COCc1cccc(OC)c1Br>>CC[C@@H]1CN(C(=O)OCc2ccccc2)C[C@@H]1C(=O)Cc1c(COC)cccc1OC
RPMAAHFLBOQCMZ-UYBDAZJANA-N,[H]OC(=O)C1(C([H])([H])C([H])([H])C([H])([H])C([H])([H])Br)c2c([H])c([H])c([H])c([H])c2-c2c([H])c([H])c([H])c([H])c21,ZVODZNULEWPVNU-LBOYIXSDNA-N,RPMAAHFLBOQCMZ,core9,BrC1=C(COC)C=CC=C1OC,COCc1cccc(OC)c1CCCCC1(C(=O)O)c2ccccc2-c2ccccc21,O=C(O)C1(CCCCBr)c2ccccc2-c2ccccc21.COCc1cccc(OC)c1Br>>COCc1cccc(OC)c1CCCCC1(C(=O)O)c2ccccc2-c2ccccc21
RZWLSRHUNZSSRY-UHFFFAOYNA-N,[H]c1c(-c2noc(C(F)(F)F)n2)c([H])c2c([H])c(C([H])([H])Br)c([H])c([H])c2c1[H],KWDKAMZQGIOPOF-UHFFFAOYNA-N,RZWLSRHUNZSSRY,core9,BrC1=C(COC)C=CC=C1OC,COCc1cccc(OC)c1Cc1ccc2ccc(-c3noc(C(F)(F)F)n3)cc2c1,FC(F)(F)c1nc(-c2ccc3ccc(CBr)cc3c2)no1.COCc1cccc(OC)c1Br>>COCc1cccc(OC)c1Cc1ccc2ccc(-c3noc(C(F)(F)F)n3)cc2c1
SEFRJSBFZDHSLJ-UYBDAZJANA-N,[H]N(C(=O)C([H])([H])Br)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],NDDLTJWAQCNHPN-LBOYIXSDNA-N,SEFRJSBFZDHSLJ,core9,BrC1=C(COC)C=CC=C1OC,CCCCCCCCCCCCCCCCNC(=O)Cc1c(COC)cccc1OC,CCCCCCCCCCCCCCCCNC(=O)CBr.COCc1cccc(OC)c1Br>>CCCCCCCCCCCCCCCCNC(=O)Cc1c(COC)cccc1OC
SGOOUOYLZRYRQG-GPQMBLKYNA-N,[H]c1c([H])c([H])c(C([H])([H])OC(=O)N([H])c2c([H])c([H])c(C(=O)C([H])([H])Br)c([H])c2[H])c([H])c1[H],FUVFSNMJIUSKQT-HXTKINSTNA-N,SGOOUOYLZRYRQG,core9,BrC1=C(COC)C=CC=C1OC,COCc1cccc(OC)c1CC(=O)c1ccc(NC(=O)OCc2ccccc2)cc1,O=C(Nc1ccc(C(=O)CBr)cc1)OCc1ccccc1.COCc1cccc(OC)c1Br>>COCc1cccc(OC)c1CC(=O)c1ccc(NC(=O)OCc2ccccc2)cc1
SYEWZKQAPIBQQA-HCKMINDGNA-N,[H]c1c([H])c([H])c(C(=O)c2c(C([H])([H])[H])nn(C([H])([H])[H])c2N([H])C(=O)C([H])([H])Br)c(Cl)c1[H],DAPTYBRYVSFYDR-LNNLXFCONA-N,SYEWZKQAPIBQQA,core9,BrC1=C(COC)C=CC=C1OC,COCc1cccc(OC)c1CC(=O)Nc1c(C(=O)c2ccccc2Cl)c(C)nn1C,Cc1nn(C)c(NC(=O)CBr)c1C(=O)c1ccccc1Cl.COCc1cccc(OC)c1Br>>COCc1cccc(OC)c1CC(=O)Nc1c(C(=O)c2ccccc2Cl)c(C)nn1C
XSQSDBVMLJNZKU-UHFFFAOYNA-N,[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])Br)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],NATGRFFFSSXCGY-SANMLTNENA-N,XSQSDBVMLJNZKU,core9,BrC1=C(COC)C=CC=C1OC,CCCCCCCCCC[C@H](CCCCCCCC)Cc1c(COC)cccc1OC,CCCCCCCCCC[C@@H](CBr)CCCCCCCC.COCc1cccc(OC)c1Br>>CCCCCCCCCC[C@H](CCCCCCCC)Cc1c(COC)cccc1OC
YHXCWNQNVMAENQ-UHFFFAOYNA-N,[H]c1c([H])c([H])c(-c2c([H])c([H])c(C([H])([H])Br)c([H])c2[H])c(C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c1[H],KPZFBTXURYTNJW-UHFFFAOYNA-N,YHXCWNQNVMAENQ,core9,BrC1=C(COC)C=CC=C1OC,COCc1cccc(OC)c1Cc1ccc(-c2ccccc2C(=O)OC(C)(C)C)cc1,CC(C)(C)OC(=O)c1ccccc1-c1ccc(CBr)cc1.COCc1cccc(OC)c1Br>>COCc1cccc(OC)c1Cc1ccc(-c2ccccc2C(=O)OC(C)(C)C)cc1
YYPTWLZSCKVHCM-UHFFFAOYNA-N,[H]c1c([H])c([H])c2c(C([H])([H])Br)c([H])c([H])c(B3OC(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])O3)c2c1[H],LLAZOHUFHMLBDA-UHFFFAOYNA-N,YYPTWLZSCKVHCM,core9,BrC1=C(COC)C=CC=C1OC,COCc1cccc(OC)c1Cc1ccc(B2OC(C)(C)C(C)(C)O2)c2ccccc12,CC1(C)OB(c2ccc(CBr)c3ccccc23)OC1(C)C.COCc1cccc(OC)c1Br>>COCc1cccc(OC)c1Cc1ccc(B2OC(C)(C)C(C)(C)O2)c2ccccc12
AKLUHFHHUBIDQA-UHFFFAOYNA-N,[H]c1c([H])c(Cl)c(C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])Br)c(Cl)c1[H],OEPYGKUGHWEQKF-UHFFFAOYNA-N,AKLUHFHHUBIDQA,core9,BrC1=C(COC)C=CC=C1OC,COCc1cccc(OC)c1CCCCCCOCCOCc1c(Cl)cccc1Cl,Clc1cccc(Cl)c1COCCOCCCCCCBr.COCc1cccc(OC)c1Br>>COCc1cccc(OC)c1CCCCCCOCCOCc1c(Cl)cccc1Cl
BBHJYKJAWKZSHS-UHFFFAOYNA-N,[H]c1c(C(=O)C([H])([H])Br)c(C([H])([H])C([H])([H])[H])c([H])c2c1C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])C2(C([H])([H])[H])C([H])([H])[H],QBBWLCYEPPVMIR-UHFFFAOYNA-N,BBHJYKJAWKZSHS,core9,BrC1=C(COC)C=CC=C1OC,CCc1cc2c(cc1C(=O)Cc1c(COC)cccc1OC)C(C)(C)CCC2(C)C,CCc1cc2c(cc1C(=O)CBr)C(C)(C)CCC2(C)C.COCc1cccc(OC)c1Br>>CCc1cc2c(cc1C(=O)Cc1c(COC)cccc1OC)C(C)(C)CCC2(C)C
BJCIJTYQFAOPCE-UHFFFAOYNA-N,[H]c1c([H])c(C(=O)[C@]([H])(Br)c2c([H])c([H])c(OC([H])([H])[H])c([H])c2[H])c([H])c([H])c1OC([H])([H])[H],MYCQKJAEKXPGGT-DEOSSOPVNA-N,BJCIJTYQFAOPCE,core9,BrC1=C(COC)C=CC=C1OC,COCc1cccc(OC)c1[C@@H](C(=O)c1ccc(OC)cc1)c1ccc(OC)cc1,COc1ccc(C(=O)[C@H](Br)c2ccc(OC)cc2)cc1.COCc1cccc(OC)c1Br>>COCc1cccc(OC)c1[C@@H](C(=O)c1ccc(OC)cc1)c1ccc(OC)cc1
BOCHNTFSFIEKPM-UHFFFAOYNA-N,[H]c1c([H])c(S(=O)(=O)c2c([H])c([H])c(C([H])([H])Br)c([H])c2[H])c([H])c([H])c1[N+](=O)[O-],UGSRPXMFJQKOLR-UHFFFAOYNA-N,BOCHNTFSFIEKPM,core9,BrC1=C(COC)C=CC=C1OC,COCc1cccc(OC)c1Cc1ccc(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1,O=[N+]([O-])c1ccc(S(=O)(=O)c2ccc(CBr)cc2)cc1.COCc1cccc(OC)c1Br>>COCc1cccc(OC)c1Cc1ccc(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1
DIFPHULVCKBACZ-HCKMINDGNA-N,[H]c1c([H])c(N([H])C(=O)C([H])([H])Br)c([H])c([H])c1B1OC(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])O1,JMQRWAXEIWVZCC-LNNLXFCONA-N,DIFPHULVCKBACZ,core9,BrC1=C(COC)C=CC=C1OC,COCc1cccc(OC)c1CC(=O)Nc1ccc(B2OC(C)(C)C(C)(C)O2)cc1,CC1(C)OB(c2ccc(NC(=O)CBr)cc2)OC1(C)C.COCc1cccc(OC)c1Br>>COCc1cccc(OC)c1CC(=O)Nc1ccc(B2OC(C)(C)C(C)(C)O2)cc1
DVAAHBQCAZCHOP-UHFFFAOYNA-N,[H]c1c([H])c([H])c(N(C(=O)[C@@]([H])(Br)C([H])([H])C([H])([H])[H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],YRUOGOFXQYNNJN-HSZRJFAPNA-N,DVAAHBQCAZCHOP,core9,BrC1=C(COC)C=CC=C1OC,CC[C@@H](C(=O)N(Cc1ccccc1)c1ccccc1)c1c(COC)cccc1OC,CC[C@H](Br)C(=O)N(Cc1ccccc1)c1ccccc1.COCc1cccc(OC)c1Br>>CC[C@@H](C(=O)N(Cc1ccccc1)c1ccccc1)c1c(COC)cccc1OC
GABSTWMSOFZKEJ-LILDFLRNNA-N,[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])Br,OCELOGKIMAQUPH-LELJVTLKNA-N,GABSTWMSOFZKEJ,core9,BrC1=C(COC)C=CC=C1OC,COCc1cccc(OC)c1CCCCCCCCCCCCCCCCC(=O)O,O=C(O)CCCCCCCCCCCCCCCCBr.COCc1cccc(OC)c1Br>>COCc1cccc(OC)c1CCCCCCCCCCCCCCCCC(=O)O
GFRLIPYEIIWDJX-UHFFFAOYNA-N,[H]C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])Br,GNIYOWCSMXSEDB-UHFFFAOYNA-N,GFRLIPYEIIWDJX,core9,BrC1=C(COC)C=CC=C1OC,COCCOCCOCCOCCOCCOCCc1c(COC)cccc1OC,COCCOCCOCCOCCOCCOCCBr.COCc1cccc(OC)c1Br>>COCCOCCOCCOCCOCCOCCc1c(COC)cccc1OC
GNDQONYTPMGMTM-YAQRNVERNA-N,[H]N(C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])Br,DJJXQXBYLDKRGJ-MPIMZMORNA-N,GNDQONYTPMGMTM,core9,BrC1=C(COC)C=CC=C1OC,COCc1cccc(OC)c1CCOCCOCCOCCNC(=O)OC(C)(C)C,CC(C)(C)OC(=O)NCCOCCOCCOCCBr.COCc1cccc(OC)c1Br>>COCc1cccc(OC)c1CCOCCOCCOCCNC(=O)OC(C)(C)C
GRGPUJRSMCXZNT-WYUMXYHSNA-N,[H]c1c([H])c([H])c(C([H])([H])OC(=O)N([H])C([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])Br)c([H])c1[H],LTXLRRTXQUAABX-LQFNOIFHNA-N,GRGPUJRSMCXZNT,core9,BrC1=C(COC)C=CC=C1OC,COCc1cccc(OC)c1CCOCCOCCNC(=O)OCc1ccccc1,O=C(NCCOCCOCCBr)OCc1ccccc1.COCc1cccc(OC)c1Br>>COCc1cccc(OC)c1CCOCCOCCNC(=O)OCc1ccccc1
HFNNZEMVTJAKRC-UHFFFAOYNA-N,[H]c1c([H])c([H])c2c(c1[H])c1c([H])c([H])c([H])c([H])c1n2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])Br,RUNCSAJYVYVCLK-UHFFFAOYNA-N,HFNNZEMVTJAKRC,core9,BrC1=C(COC)C=CC=C1OC,COCc1cccc(OC)c1CCCCCCn1c2ccccc2c2ccccc21,BrCCCCCCn1c2ccccc2c2ccccc21.COCc1cccc(OC)c1Br>>COCc1cccc(OC)c1CCCCCCn1c2ccccc2c2ccccc21
HJJVPARKXDDIQD-UHFFFAOYNA-N,[H]c1nc([H])n(C([H])([H])[C@@]2(c3c([H])c([H])c(Cl)c([H])c3Cl)OC([H])([H])[C@]([H])(Br)C2([H])[H])n1,DHWGYWACACPQKX-ZHRRBRCNNA-N,HJJVPARKXDDIQD,core9,BrC1=C(COC)C=CC=C1OC,COCc1cccc(OC)c1[C@H]1CO[C@@](Cn2cncn2)(c2ccc(Cl)cc2Cl)C1,Clc1ccc([C@@]2(Cn3cncn3)C[C@@H](Br)CO2)c(Cl)c1.COCc1cccc(OC)c1Br>>COCc1cccc(OC)c1[C@H]1CO[C@@](Cn2cncn2)(c2ccc(Cl)cc2Cl)C1
HRBDELVBHOGZRM-UHFFFAOYNA-N,[H]C([H])([H])C([H])([H])O[Si](OC([H])([H])C([H])([H])[H])(OC([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])OC(=O)C(Br)(C([H])([H])[H])C([H])([H])[H],JDNVREAOWRHNOZ-UHFFFAOYNA-N,HRBDELVBHOGZRM,core9,BrC1=C(COC)C=CC=C1OC,CCO[Si](CCCOC(=O)C(C)(C)c1c(COC)cccc1OC)(OCC)OCC,CCO[Si](CCCOC(=O)C(C)(C)Br)(OCC)OCC.COCc1cccc(OC)c1Br>>CCO[Si](CCCOC(=O)C(C)(C)c1c(COC)cccc1OC)(OCC)OCC
HSDRJOMVZIVUJV-UHFFFAOYNA-N,[H]c1c([H])c([H])c(C([H])([H])C([H])([H])c2c([H])c([H])c(Cl)c([H])c2[H])c(OC([H])([H])C([H])([H])C([H])([H])Br)c1[H],DNPGNOJUJRDMMF-UHFFFAOYNA-N,HSDRJOMVZIVUJV,core9,BrC1=C(COC)C=CC=C1OC,COCc1cccc(OC)c1CCCOc1ccccc1CCc1ccc(Cl)cc1,Clc1ccc(CCc2ccccc2OCCCBr)cc1.COCc1cccc(OC)c1Br>>COCc1cccc(OC)c1CCCOc1ccccc1CCc1ccc(Cl)cc1
HYQXNCDBSALQLB-UHFFFAOYNA-N,[H]c1c([H])c([H])c(C2(Br)c3c([H])c([H])c([H])c([H])c3-c3c([H])c([H])c([H])c([H])c32)c([H])c1[H],JGYJSSJOVSNHND-UHFFFAOYNA-N,HYQXNCDBSALQLB,core9,BrC1=C(COC)C=CC=C1OC,COCc1cccc(OC)c1C1(c2ccccc2)c2ccccc2-c2ccccc21,BrC1(c2ccccc2)c2ccccc2-c2ccccc21.COCc1cccc(OC)c1Br>>COCc1cccc(OC)c1C1(c2ccccc2)c2ccccc2-c2ccccc21
