parent,tm_freeh_HOMO(eV),tm_freeh_LUMO(eV),tm_freeh_HLgap(eV),smiles,inchikey,mol,inchikey_short,parent_alk,tm_freeh_HOMO(eV)_alk,tm_freeh_LUMO(eV)_alk,tm_freeh_HLgap(eV)_alk,smiles_alk,inchikey_alk,mol_alk,parent_rad,tm_freeh_HOMO(eV)_rad,tm_freeh_LUMO(eV)_rad,tm_freeh_HLgap(eV)_rad,smiles_rad,inchikey_rad,mol_rad,rad_br,rad_alk,C_tm_water_nmr_iso,C_tm_water_charge_mulliken,C_tm_water_charge_loewdin,C_tm_water_charge_paboon,C_tm_water_charge_fasm,C_tm_water_nucleophilic_mulliken,C_tm_water_nucleophilic_loewdin,C_tm_water_nucleophilic_paboon,C_tm_water_nucleophilic_fasm,C_tm_water_electrophilic_mulliken,C_tm_water_electrophilic_loewdin,C_tm_water_electrophilic_paboon,C_tm_water_electrophilic_fasm,C_tm_water_radical_mulliken,C_tm_water_radical_loewdin,C_tm_water_radical_paboon,C_tm_water_radical_fasm,Br_tm_water_nmr_iso,Br_tm_water_charge_mulliken,Br_tm_water_charge_loewdin,Br_tm_water_charge_paboon,Br_tm_water_charge_fasm,Br_tm_water_nucleophilic_mulliken,Br_tm_water_nucleophilic_loewdin,Br_tm_water_nucleophilic_paboon,Br_tm_water_nucleophilic_fasm,Br_tm_water_electrophilic_mulliken,Br_tm_water_electrophilic_loewdin,Br_tm_water_electrophilic_paboon,Br_tm_water_electrophilic_fasm,Br_tm_water_radical_mulliken,Br_tm_water_radical_loewdin,Br_tm_water_radical_paboon,Br_tm_water_radical_fasm
UYGBIHFTZHBDEQ-YAQRNVERNA-N,-8.76229,0.56478,9.32707,[H]c1c([H])c(C([H])([H])N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c1C([H])([H])Br,UYGBIHFTZHBDEQ-YAQRNVERNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf7106460>,UYGBIHFTZHBDEQ,UYGBIHFTZHBDEQ-YAQRNVERNA-N,-8.48414,1.59447,10.07861,[H]c1c([H])c(C([H])([H])N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c1C([H])([H])[H],JFLBLOMGWDPLLB-YHMJCDSINA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf7cad760>,UYGBIHFTZHBDEQ-YAQRNVERNA-N,-7.0467,-0.50922,6.53748,[H][C]([H])c1c([H])c([H])c(C([H])([H])N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],MYMRDQLYIYYLMZ-YHMJCDSINA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf9412be0>,0.025220907990387786,0.02235992814007659,137.77446871,-0.20508,-0.24432,-0.1132,0.021209918,0.0415,0.0863,0.1215,0.0565,-0.0008,0.004,0.0027,0.0212,0.0203,0.0452,0.0621,0.0388,2107.49899367,-0.17725,-0.04882,-0.1102,-0.178156965,0.2551,0.2515,0.2094,0.2694,0.142,0.1391,0.1405,0.1444,0.1986,0.1953,0.1749,0.2069
UYRKSBVISFHOBG-LUXCBXFANA-N,-7.56009,0.43135,7.99144,[H]c1c([H])c([H])c2c(N([H])C(=O)N([H])C([H])([H])C([H])([H])Br)c([H])c([H])c([H])c2c1[H],UYRKSBVISFHOBG-LUXCBXFANA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf71064c0>,UYRKSBVISFHOBG,UYRKSBVISFHOBG-LUXCBXFANA-N,-7.42455,0.52101,7.94556,[H]c1c([H])c([H])c2c(N([H])C(=O)N([H])C([H])([H])C([H])([H])[H])c([H])c([H])c([H])c2c1[H],SMNYGFHWZXVHCR-VPQZEOPVNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf7cad8e0>,UYRKSBVISFHOBG-LUXCBXFANA-N,-7.44636,0.2909,7.73727,[H][C]([H])C([H])([H])N([H])C(=O)N([H])c1c([H])c([H])c([H])c2c([H])c([H])c([H])c([H])c12,JMIRUFOCZHNFEN-VPQZEOPVNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf9412ac0>,0.04910780398040515,0.042752034630098024,135.99105238,-0.23382,-0.27803,-0.1134,0.025600535,-0.0048,0.002,0.0033,0.004,-0.0065,0.0034,0.0042,0.008,-0.0056,0.0027,0.0037,0.006,2412.69689023,-0.17494,-0.03336,-0.1123,-0.153338402,0.0076,0.0058,0.0044,0.0128,0.015,0.0116,0.0115,0.0254,0.0113,0.0087,0.0079,0.0191
VAZVNQCDCZKURA-UHFFFAOYNA-N,-8.88709,1.35502,10.24211,[H]O[C@]1([H])C([H])([H])N(C(=O)OC([H])([H])c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])[C@@]1([H])Br,VAZVNQCDCZKURA-GHMZBOCLNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf7106520>,VAZVNQCDCZKURA,VAZVNQCDCZKURA-UHFFFAOYNA-N,-8.66139,1.4455,10.10689,[H]O[C@]1([H])C([H])([H])N(C(=O)OC([H])([H])c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])C1([H])[H],MBLJFGOKYTZKMH-NSHDSACANA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf7cad7c0>,VAZVNQCDCZKURA-UHFFFAOYNA-N,-8.00579,0.14386,8.14965,[H]O[C@@]1([H])[C]([H])C([H])([H])N(C(=O)OC([H])([H])c2c([H])c([H])c([H])c([H])c2[H])C1([H])[H],IHKAPMUREDYNLA-NSHDSACANA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf9412b20>,0.04487567514024704,0.04021323581014258,120.47906137,-0.24545,-0.1852,-0.0423,0.012266504,0.0032,0.0625,0.08,0.0116,-0.0125,0.0,-0.0069,0.0087,-0.0047,0.0313,0.0365,0.0102,2158.50249937,-0.10885,0.00942,-0.0699,-0.126835003,0.1803,0.1682,0.1356,0.1759,0.0666,0.0551,0.0557,0.0832,0.1234,0.1117,0.0956,0.1296
VLWGPIATBMFMEW-UHFFFAOYNA-N,-8.28334,-0.49702,7.78632,[H]c1c([H])c(F)c2c(C([H])([H])Br)c(C(=O)OC([H])([H])C([H])([H])[H])sc2c1[H],VLWGPIATBMFMEW-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf7106580>,VLWGPIATBMFMEW,VLWGPIATBMFMEW-UHFFFAOYNA-N,-8.0604,-0.06867,7.99173,[H]c1c([H])c(F)c2c(C([H])([H])[H])c(C(=O)OC([H])([H])C([H])([H])[H])sc2c1[H],GDPDSEKUSUBXEK-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf7cad940>,VLWGPIATBMFMEW-UHFFFAOYNA-N,-7.25763,-1.11403,6.1436,[H][C]([H])c1c(C(=O)OC([H])([H])C([H])([H])[H])sc2c([H])c([H])c([H])c(F)c12,KMBCRHJHDXNFJF-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf94129a0>,0.01824450722006077,0.017313362289883116,147.63150124,-0.18912,-0.25943,-0.129,0.027004009,0.0027,0.0237,0.0404,0.0395,-0.0091,0.0006,0.0012,0.0255,-0.0032,0.0121,0.0208,0.0325,2148.03021073,-0.15636,-0.02691,-0.0907,-0.155674701,0.1339,0.1257,0.1113,0.1466,0.098,0.0899,0.0905,0.1076,0.1159,0.1078,0.1009,0.1271
VQPWMWLQABFAIO-WYUMXYHSNA-N,-9.55114,2.00295,11.55409,[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])Br,VQPWMWLQABFAIO-WYUMXYHSNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf71065e0>,VQPWMWLQABFAIO,VQPWMWLQABFAIO-WYUMXYHSNA-N,-9.80773,2.36795,12.17568,[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],TUNFSRHWOTWDNC-YAQRNVERNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf7cad880>,VQPWMWLQABFAIO-WYUMXYHSNA-N,-7.69098,0.74785,8.43883,[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C]([H])[H],HUBWHEOQJNNNPT-YAQRNVERNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf9412a60>,0.04700088711024364,0.04248826421007834,138.75911698,-0.22783,-0.26361,-0.0778,0.017655631,0.0075,0.1347,0.1632,0.0628,-0.0068,0.0161,0.0061,0.0247,0.0004,0.0754,0.0847,0.0438,2333.85853196,-0.17534,-0.04248,-0.1049,-0.188963276,0.307,0.2928,0.2297,0.3135,0.2644,0.2652,0.273,0.2419,0.2857,0.279,0.2514,0.2777
VRRKTYLWVKMVJU-UHFFFAOYNA-N,-8.69507,-0.05934,8.63573,[H]c1c([H])c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c(C([H])([H])Br)c1[H],VRRKTYLWVKMVJU-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf7106640>,VRRKTYLWVKMVJU,VRRKTYLWVKMVJU-UHFFFAOYNA-N,-8.65726,0.53377,9.19102,[H]c1c([H])c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c(C([H])([H])[H])c1[H],YQDRMSMOVHLZDG-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf7cada00>,VRRKTYLWVKMVJU-UHFFFAOYNA-N,-7.69695,-1.20663,6.49031,[H][C]([H])c1c([H])c([H])c([H])c([H])c1S(=O)(=O)N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H],PGANNAXHFQUSDV-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf9412940>,0.02795291990014448,0.025362055880009393,142.7899938,-0.21007,-0.26217,-0.1384,0.024405953,0.0278,0.0523,0.08,0.0448,-0.02,-0.0018,-0.0038,0.0121,0.0039,0.0252,0.0381,0.0285,2119.39363228,-0.13084,-0.00407,-0.0798,-0.121536797,0.1925,0.1905,0.1641,0.1953,0.048,0.0429,0.0427,0.0725,0.1202,0.1167,0.1034,0.1339
VUVOQFRECQAGPS-UHFFFAOYNA-N,-8.0714,-0.57183,7.49957,[H]c1c([H])c([N+](=O)[O-])c([H])c(C([H])([H])Br)c1N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H],VUVOQFRECQAGPS-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf71066a0>,VUVOQFRECQAGPS,VUVOQFRECQAGPS-UHFFFAOYNA-N,-7.87421,-0.39349,7.48072,[H]c1c([H])c([N+](=O)[O-])c([H])c(C([H])([H])[H])c1N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H],LQPUAYMERQENBC-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf7cad9a0>,VUVOQFRECQAGPS-UHFFFAOYNA-N,-7.07559,-0.89173,6.18386,[H][C]([H])c1c([H])c([N+](=O)[O-])c([H])c([H])c1N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H],LBGXDQMLYVKPFB-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf94128e0>,0.024885245260520605,0.022386951180124015,138.60108814,-0.24628,-0.24864,-0.1254,0.025699844,-0.0037,0.0031,0.006,0.0166,-0.0142,-0.0026,-0.0047,0.0191,-0.009,0.0002,0.0006,0.0179,2131.34589088,-0.14574,-0.02619,-0.0982,-0.133457301,0.0492,0.0441,0.0406,0.0618,0.0646,0.0572,0.0562,0.0802,0.0569,0.0506,0.0484,0.071
WGLPUEMSZBMKJZ-YAQRNVERNA-N,-8.54341,0.11254,8.65595,[H]c1c([H])c(C(=O)C([H])([H])[H])c([H])c(N([H])C(=O)[C@]([H])(Br)C([H])(C([H])([H])[H])C([H])([H])[H])c1[H],WGLPUEMSZBMKJZ-QSTXBKNHNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf7106700>,WGLPUEMSZBMKJZ,WGLPUEMSZBMKJZ-YAQRNVERNA-N,-8.39086,0.19779,8.58865,[H]c1c([H])c(C(=O)C([H])([H])[H])c([H])c(N([H])C(=O)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])c1[H],NTWGKONPUYXWIM-YHMJCDSINA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf7cadac0>,WGLPUEMSZBMKJZ-YAQRNVERNA-N,-7.9856,-1.08558,6.90001,[H][C](C(=O)N([H])c1c([H])c([H])c([H])c(C(=O)C([H])([H])[H])c1[H])C([H])(C([H])([H])[H])C([H])([H])[H],MGXZOJMRDKWDCR-YHMJCDSINA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf9412a00>,0.0341245444001288,0.027975510639976164,109.94121419,-0.18552,-0.18941,-0.1012,0.005989381,-0.0026,0.001,-0.0048,0.0016,-0.0113,-0.0005,-0.0089,0.0035,-0.0069,0.0002,-0.0069,0.0025,2369.90625563,-0.11155,0.02432,-0.0781,-0.068708561,0.0162,0.0131,0.0123,0.0227,0.0578,0.052,0.0501,0.0679,0.037,0.0326,0.0312,0.0453
WGMMKWFUXPMTRW-WXRBYKJCNA-N,-9.1786,0.93736,10.11596,[H]N(C(=O)C([H])([H])Br)C([H])([H])C([H])([H])C(=O)ON1C(=O)C([H])([H])C([H])([H])C1=O,WGMMKWFUXPMTRW-WXRBYKJCNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf7106760>,WGMMKWFUXPMTRW,WGMMKWFUXPMTRW-WXRBYKJCNA-N,-8.85454,1.04017,9.89472,[H]N(C(=O)C([H])([H])[H])C([H])([H])C([H])([H])C(=O)ON1C(=O)C([H])([H])C([H])([H])C1=O,SFMZMIJBTSYLSN-KZFATGLANA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf7cada60>,WGMMKWFUXPMTRW-WXRBYKJCNA-N,-8.71068,-0.75355,7.95713,[H][C]([H])C(=O)N([H])C([H])([H])C([H])([H])C(=O)ON1C(=O)C([H])([H])C([H])([H])C1=O,QBQYSRSHKQZJRO-KZFATGLANA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf94126a0>,0.042317027330227575,0.038190366670050935,145.1712854,-0.24697,-0.30547,-0.1801,0.023728067,0.0145,0.0358,0.0616,0.0234,-0.0039,0.0189,0.0103,0.0331,0.0053,0.0273,0.0359,0.0283,2375.48874219,-0.14183,0.00795,-0.0713,-0.104074101,0.0977,0.0952,0.0658,0.109,0.1812,0.1742,0.1771,0.1817,0.1395,0.1347,0.1215,0.1453
WGWDCMKAMHBDPO-NDKGDYFDNA-N,-8.89353,1.82936,10.72289,[H]N(C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])Br,WGWDCMKAMHBDPO-NDKGDYFDNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf71067c0>,WGWDCMKAMHBDPO,WGWDCMKAMHBDPO-NDKGDYFDNA-N,-8.7269,3.19622,11.92312,[H]N(C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])[H],GCZAHACRQXMZGS-XWKXFZRBNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf7cadbe0>,WGWDCMKAMHBDPO-NDKGDYFDNA-N,-8.01665,0.47107,8.48772,[H][C]([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],PRMHSKLGEOOXFW-XWKXFZRBNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf9412760>,0.04746351780022451,0.04488863398000831,144.91780574,-0.26108,-0.28556,-0.1122,0.018704122,0.0143,0.1709,0.2077,0.0872,-0.0058,0.0,-0.0004,0.015,0.0042,0.0855,0.1037,0.0511,2407.0511196,-0.14005,0.0053,-0.0661,-0.130853595,0.4168,0.4032,0.3322,0.4124,0.056,0.0512,0.0521,0.0566,0.2364,0.2272,0.1921,0.2345
WUIYGXGXVOHAFW-UHFFFAOYNA-N,-8.76096,0.66955,9.43051,[H]c1c([H])c(B2OC(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])O2)c([H])c(C([H])([H])Br)c1[H],WUIYGXGXVOHAFW-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf7106820>,WUIYGXGXVOHAFW,WUIYGXGXVOHAFW-UHFFFAOYNA-N,-8.46726,1.17908,9.64634,[H]c1c([H])c(B2OC(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])O2)c([H])c(C([H])([H])[H])c1[H],XDKYCZBGHPGKEP-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf7cadb80>,WUIYGXGXVOHAFW-UHFFFAOYNA-N,-6.92346,-0.27747,6.64599,[H][C]([H])c1c([H])c([H])c([H])c(B2OC(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])O2)c1[H],XJXUGHYQFRHOKN-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf9412700>,0.02588484252055423,0.02268910044006134,137.74346774,-0.20184,-0.24413,-0.1134,0.021696721,0.0287,0.0623,0.0907,0.0451,-0.0011,0.0065,0.0027,0.0244,0.0138,0.0344,0.0467,0.0348,2107.46738546,-0.17528,-0.04614,-0.1096,-0.175417226,0.1957,0.1915,0.1571,0.2107,0.1931,0.1905,0.1922,0.1905,0.1944,0.191,0.1746,0.2006
WWDGKNDAVWMBID-UHFFFAOYNA-N,-8.71202,0.09702,8.80903,[H]c1c([H])c(C(F)(F)F)c([H])c([H])c1N1C(=O)[C@]([H])(Br)C([H])([H])C1([H])[H],WWDGKNDAVWMBID-SECBINFHNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf7106880>,WWDGKNDAVWMBID,WWDGKNDAVWMBID-UHFFFAOYNA-N,-8.49364,0.70082,9.19447,[H]c1c([H])c(C(F)(F)F)c([H])c([H])c1N1C(=O)C([H])([H])C([H])([H])C1([H])[H],RNCNLNNXQWEWLX-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf7cadd00>,WWDGKNDAVWMBID-UHFFFAOYNA-N,-8.1282,-1.39194,6.73627,[H][C]1C(=O)N(c2c([H])c([H])c(C(F)(F)F)c([H])c2[H])C([H])([H])C1([H])[H],IGFUTEUKEWUOFG-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf9412880>,0.02980585112072731,0.028810872030135215,123.05423213,-0.28634,-0.19178,-0.0897,0.019620569,0.0033,0.0563,0.0679,0.0232,-0.0181,0.0029,-0.0063,0.0109,-0.0074,0.0296,0.0308,0.0171,2114.91939746,-0.0985,0.01454,-0.0606,-0.115935137,0.2106,0.1987,0.1721,0.2134,0.0698,0.0568,0.0575,0.0827,0.1402,0.1277,0.1148,0.1481
XBDSVMQPKSQVMH-YAQRNVERNA-N,-9.08885,2.1649,11.25375,[H]N(C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])Br,XBDSVMQPKSQVMH-YAQRNVERNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf71068e0>,XBDSVMQPKSQVMH,XBDSVMQPKSQVMH-YAQRNVERNA-N,-9.0288,3.3222,12.351,[H]N(C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],WFNSSRVVNZGTTR-YHMJCDSINA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf7cadc40>,XBDSVMQPKSQVMH-YAQRNVERNA-N,-7.50194,0.92831,8.43025,[H][C]([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],WFAACSDYXMXLOB-YHMJCDSINA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf9412820>,0.048138715510049224,0.04230520253008763,138.40245773,-0.22458,-0.26288,-0.0768,0.01681316,-0.0156,0.1887,0.2099,0.093,-0.0023,0.0104,0.0052,0.0174,-0.009,0.0995,0.1076,0.0552,2327.72223772,-0.1738,-0.04153,-0.1045,-0.182695112,0.4212,0.3964,0.3271,0.4277,0.1806,0.1827,0.188,0.1638,0.3009,0.2895,0.2576,0.2957
XUOODXCLIQSWQY-YHMJCDSINA-N,-7.36396,1.1366,8.50056,[H]c1c([H])c(OC([H])([H])[H])c(N([H])C(=O)[C@@]([H])(Br)C([H])([H])C([H])([H])[H])c([H])c1OC([H])([H])[H],XUOODXCLIQSWQY-FKOBDKTLNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf7106940>,XUOODXCLIQSWQY,XUOODXCLIQSWQY-YHMJCDSINA-N,-7.26208,1.38216,8.64424,[H]c1c([H])c(OC([H])([H])[H])c(N([H])C(=O)C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1OC([H])([H])[H],VBJWZQLKFYYTHQ-NDKGDYFDNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf7caddc0>,XUOODXCLIQSWQY-YHMJCDSINA-N,-7.13713,-0.8894,6.24773,[H][C](C(=O)N([H])c1c([H])c(OC([H])([H])[H])c([H])c([H])c1OC([H])([H])[H])C([H])([H])C([H])([H])[H],FTAIYQMOJIYACT-NDKGDYFDNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf943d0a0>,0.03274237676032499,0.027480600830131152,117.51481552,-0.20517,-0.19683,-0.0948,0.008794376,-0.0072,0.0295,0.0348,0.0116,-0.0066,0.0002,-0.0074,0.0032,-0.0069,0.0148,0.0137,0.0074,2267.21098454,-0.11939,0.01319,-0.0827,-0.089064579,0.1178,0.1048,0.0834,0.1298,0.0244,0.0192,0.0161,0.04,0.0711,0.062,0.0497,0.0849
XXKQUYPKRKBDOL-YAQRNVERNA-N,-8.20508,0.50238,8.70747,[H]c1c([H])c(C([H])([H])Br)c([H])c(F)c1N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],XXKQUYPKRKBDOL-YAQRNVERNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf71069a0>,XXKQUYPKRKBDOL,XXKQUYPKRKBDOL-YAQRNVERNA-N,-7.93556,1.41841,9.35397,[H]c1c([H])c(C([H])([H])[H])c([H])c(F)c1N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],NESVQNSPKJNTKZ-YHMJCDSINA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf9504a00>,XXKQUYPKRKBDOL-YAQRNVERNA-N,-6.77768,-0.52999,6.24769,[H][C]([H])c1c([H])c([H])c(N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c(F)c1[H],AODJLJADNYPZFU-YHMJCDSINA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf96b7460>,0.024162054340195027,0.02154822892998709,136.66588752,-0.20547,-0.24325,-0.1116,0.020966871,0.0384,0.0822,0.1149,0.053,-0.002,0.0025,0.0001,0.0245,0.0182,0.0424,0.0575,0.0387,2101.26587295,-0.18286,-0.056,-0.1188,-0.182817913,0.2414,0.2374,0.1978,0.2545,0.1248,0.119,0.1194,0.1335,0.1831,0.1782,0.1586,0.194
YDJFMNSSDOXBSR-UHFFFAOYNA-N,-8.69366,-0.74079,7.95287,[H]c1c(OC(=O)C([H])([H])[H])c([H])c2oc(=O)c([H])c(C([H])([H])Br)c2c1[H],YDJFMNSSDOXBSR-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf7106a00>,YDJFMNSSDOXBSR,YDJFMNSSDOXBSR-UHFFFAOYNA-N,-8.51132,-0.26913,8.24218,[H]c1c(OC(=O)C([H])([H])[H])c([H])c2oc(=O)c([H])c(C([H])([H])[H])c2c1[H],HXVZGASCDAGAPS-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf7cadca0>,YDJFMNSSDOXBSR-UHFFFAOYNA-N,-8.51444,-1.6481,6.86634,[H][C]([H])c1c([H])c(=O)oc2c([H])c(OC(=O)C([H])([H])[H])c([H])c([H])c12,XTBWNRDUXIJGBG-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf943d100>,0.022049098850402515,0.022795485370011193,144.4202399,-0.21627,-0.25011,-0.1326,0.035255485,0.0113,0.0231,0.032,0.037,-0.0082,0.0002,0.0001,0.0187,0.0016,0.0116,0.016,0.0278,2131.47988754,-0.11842,0.00847,-0.062,-0.112259236,0.1355,0.13,0.1182,0.1521,0.083,0.077,0.0781,0.0926,0.1093,0.1035,0.0982,0.1223
YEOQCOZNFXPHHY-UHFFFAOYNA-N,-7.96972,0.89208,8.86181,[H]Oc1c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c(C([H])([H])Br)c([H])c1C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],YEOQCOZNFXPHHY-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf7106a60>,YEOQCOZNFXPHHY,YEOQCOZNFXPHHY-UHFFFAOYNA-N,-7.66646,1.85381,9.52027,[H]Oc1c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c1C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],NLZUEZXRPGMBCV-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf7cade20>,YEOQCOZNFXPHHY-UHFFFAOYNA-N,-6.43879,-0.02235,6.41644,[H]Oc1c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c([C]([H])[H])c([H])c1C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],AFRLACLCSGLEFY-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf943d220>,0.025655322449892992,0.021171810309965622,133.37829318,-0.2126,-0.23972,-0.12,0.016211816,0.0435,0.1112,0.1483,0.064,-0.0034,0.0027,0.0022,0.029,0.02,0.057,0.0752,0.0465,2107.70797804,-0.20493,-0.07966,-0.1429,-0.205652543,0.2945,0.2885,0.242,0.3081,0.146,0.1391,0.1393,0.1564,0.2203,0.2138,0.1907,0.2323
